entity,label,source
"January 7, 2025",DATE,https://en.wikipedia.org/wiki/Fight_Club_(film)
Hawker,PERSON,https://en.wikipedia.org/wiki/Fight_Club_(film)
Philippa,GPE,https://en.wikipedia.org/wiki/Fight_Club_(film)
"March 28, 2000",DATE,https://en.wikipedia.org/wiki/Fight_Club_(film)
The Age,ORG,https://en.wikipedia.org/wiki/Fight_Club_(film)
Australia,GPE,https://en.wikipedia.org/wiki/Fight_Club_(film)
"September 30, 2007",DATE,https://en.wikipedia.org/wiki/Fight_Club_(film)
OFCS,ORG,https://en.wikipedia.org/wiki/Fight_Club_(film)
"April 19, 2007",DATE,https://en.wikipedia.org/wiki/Fight_Club_(film)
"March 3, 2000",DATE,https://en.wikipedia.org/wiki/Fight_Club_(film)
"March 8, 2008",DATE,https://en.wikipedia.org/wiki/Fight_Club_(film)
"April 16, 2007",DATE,https://en.wikipedia.org/wiki/Fight_Club_(film)
Edinboro University,ORG,https://en.wikipedia.org/wiki/Fight_Club_(film)
Erie Times-News,ORG,https://en.wikipedia.org/wiki/Fight_Club_(film)
"March 26, 2001",DATE,https://en.wikipedia.org/wiki/Fight_Club_(film)
Pulver,PERSON,https://en.wikipedia.org/wiki/Fight_Club_(film)
"November 27, 2004",DATE,https://en.wikipedia.org/wiki/Fight_Club_(film)
David Fincher's,PERSON,https://en.wikipedia.org/wiki/Fight_Club_(film)
"May 7, 2014",DATE,https://en.wikipedia.org/wiki/Fight_Club_(film)
"June 23, 2008",DATE,https://en.wikipedia.org/wiki/Fight_Club_(film)
"November 2, 2000",DATE,https://en.wikipedia.org/wiki/Fight_Club_(film)
"May 9, 2014",DATE,https://en.wikipedia.org/wiki/Fight_Club_(film)
Nunziata,PERSON,https://en.wikipedia.org/wiki/Fight_Club_(film)
Nick,PERSON,https://en.wikipedia.org/wiki/Fight_Club_(film)
"March 23, 2004",DATE,https://en.wikipedia.org/wiki/Fight_Club_(film)
"December 8, 2007",DATE,https://en.wikipedia.org/wiki/Fight_Club_(film)
April 1,DATE,https://en.wikipedia.org/wiki/Fight_Club_(film)
"July 11, 2005",DATE,https://en.wikipedia.org/wiki/Fight_Club_(film)
50 Years,DATE,https://en.wikipedia.org/wiki/Fight_Club_(film)
Flynn,PERSON,https://en.wikipedia.org/wiki/Fight_Club_(film)
"March 29, 2007",DATE,https://en.wikipedia.org/wiki/Fight_Club_(film)
The Independent,ORG,https://en.wikipedia.org/wiki/Fight_Club_(film)
USA Today,ORG,https://en.wikipedia.org/wiki/Fight_Club_(film)
"May 29, 2006",DATE,https://en.wikipedia.org/wiki/Fight_Club_(film)
"April 29, 2007",DATE,https://en.wikipedia.org/wiki/Fight_Club_(film)
Rosenstein,PERSON,https://en.wikipedia.org/wiki/Fight_Club_(film)
"August 1, 2006",DATE,https://en.wikipedia.org/wiki/Fight_Club_(film)
"April 27, 2007",DATE,https://en.wikipedia.org/wiki/Fight_Club_(film)
The Philadelphia Inquirer.,ORG,https://en.wikipedia.org/wiki/Fight_Club_(film)
"June 6, 2001",DATE,https://en.wikipedia.org/wiki/Fight_Club_(film)
Rossi,PERSON,https://en.wikipedia.org/wiki/Fight_Club_(film)
C. T.,PERSON,https://en.wikipedia.org/wiki/Fight_Club_(film)
"June 10, 2002",DATE,https://en.wikipedia.org/wiki/Fight_Club_(film)
News World Communications,ORG,https://en.wikipedia.org/wiki/Fight_Club_(film)
Starbucks,ORG,https://en.wikipedia.org/wiki/Fight_Club_(film)
The Washington Times,ORG,https://en.wikipedia.org/wiki/Fight_Club_(film)
"July 18, 2009",DATE,https://en.wikipedia.org/wiki/Fight_Club_(film)
Dodson,PERSON,https://en.wikipedia.org/wiki/Fight_Club_(film)
Jonathan K.,PERSON,https://en.wikipedia.org/wiki/Fight_Club_(film)
Crossway,ORG,https://en.wikipedia.org/wiki/Fight_Club_(film)
"April 2, 2024",DATE,https://en.wikipedia.org/wiki/Fight_Club_(film)
"July 28, 2021",DATE,https://en.wikipedia.org/wiki/Fight_Club_(film)
Carmer,PERSON,https://en.wikipedia.org/wiki/Fight_Club_(film)
Gregory W.,PERSON,https://en.wikipedia.org/wiki/Fight_Club_(film)
2015,DATE,https://en.wikipedia.org/wiki/Fight_Club_(film)
ABC-CLIO,ORG,https://en.wikipedia.org/wiki/Fight_Club_(film)
Ambrosino,PERSON,https://en.wikipedia.org/wiki/Fight_Club_(film)
Brandon,PERSON,https://en.wikipedia.org/wiki/Fight_Club_(film)
"August 24, 2014",DATE,https://en.wikipedia.org/wiki/Fight_Club_(film)
Megachurch,ORG,https://en.wikipedia.org/wiki/Fight_Club_(film)
Vox,ORG,https://en.wikipedia.org/wiki/Fight_Club_(film)
Jessica,PERSON,https://en.wikipedia.org/wiki/Fight_Club_(film)
2018,DATE,https://en.wikipedia.org/wiki/Fight_Club_(film)
Duke University Press,ORG,https://en.wikipedia.org/wiki/Fight_Club_(film)
Kasavin,PERSON,https://en.wikipedia.org/wiki/Fight_Club_(film)
Greg,PERSON,https://en.wikipedia.org/wiki/Fight_Club_(film)
"November 11, 2004",DATE,https://en.wikipedia.org/wiki/Fight_Club_(film)
Xbox,ORG,https://en.wikipedia.org/wiki/Fight_Club_(film)
"January 11, 2016",DATE,https://en.wikipedia.org/wiki/Fight_Club_(film)
August 6,DATE,https://en.wikipedia.org/wiki/Fight_Club_(film)
2016,DATE,https://en.wikipedia.org/wiki/Fight_Club_(film)
Ryckert,PERSON,https://en.wikipedia.org/wiki/Fight_Club_(film)
Dan,PERSON,https://en.wikipedia.org/wiki/Fight_Club_(film)
April 2011,DATE,https://en.wikipedia.org/wiki/Fight_Club_(film)
Perry,PERSON,https://en.wikipedia.org/wiki/Fight_Club_(film)
Douglass C.,PERSON,https://en.wikipedia.org/wiki/Fight_Club_(film)
"November 15, 2004",DATE,https://en.wikipedia.org/wiki/Fight_Club_(film)
IGN,ORG,https://en.wikipedia.org/wiki/Fight_Club_(film)
"August 21, 2016",DATE,https://en.wikipedia.org/wiki/Fight_Club_(film)
"August 6, 2016",DATE,https://en.wikipedia.org/wiki/Fight_Club_(film)
GamesTM,ORG,https://en.wikipedia.org/wiki/Fight_Club_(film)
"January 7, 2011",DATE,https://en.wikipedia.org/wiki/Fight_Club_(film)
"October 3, 2015",DATE,https://en.wikipedia.org/wiki/Fight_Club_(film)
"January 4, 2021",DATE,https://en.wikipedia.org/wiki/Fight_Club_(film)
Dirks,PERSON,https://en.wikipedia.org/wiki/Fight_Club_(film)
Tim,PERSON,https://en.wikipedia.org/wiki/Fight_Club_(film)
Filmsite,ORG,https://en.wikipedia.org/wiki/Fight_Club_(film)
AMC,ORG,https://en.wikipedia.org/wiki/Fight_Club_(film)
"February 12, 2009",DATE,https://en.wikipedia.org/wiki/Fight_Club_(film)
"April 27, 2009",DATE,https://en.wikipedia.org/wiki/Fight_Club_(film)
"January 30, 2004",DATE,https://en.wikipedia.org/wiki/Fight_Club_(film)
January 2006,DATE,https://en.wikipedia.org/wiki/Fight_Club_(film)
April 2007,DATE,https://en.wikipedia.org/wiki/Fight_Club_(film)
"November 14, 2007",DATE,https://en.wikipedia.org/wiki/Fight_Club_(film)
"May 16, 2011",DATE,https://en.wikipedia.org/wiki/Fight_Club_(film)
"January 1, 2022",DATE,https://en.wikipedia.org/wiki/Fight_Club_(film)
"November 1, 2013",DATE,https://en.wikipedia.org/wiki/Fight_Club_(film)
"January 3, 2014",DATE,https://en.wikipedia.org/wiki/Fight_Club_(film)
Chivers,PERSON,https://en.wikipedia.org/wiki/Fight_Club_(film)
Tom,PERSON,https://en.wikipedia.org/wiki/Fight_Club_(film)
"July 26, 2010",DATE,https://en.wikipedia.org/wiki/Fight_Club_(film)
"August 12, 2010",DATE,https://en.wikipedia.org/wiki/Fight_Club_(film)
"October 19, 2010",DATE,https://en.wikipedia.org/wiki/Fight_Club_(film)
Staskiewicz,PERSON,https://en.wikipedia.org/wiki/Fight_Club_(film)
"July 30, 2010",DATE,https://en.wikipedia.org/wiki/Fight_Club_(film)
Jane,PERSON,https://en.wikipedia.org/wiki/Fight_Club_(film)
"August 4, 2010",DATE,https://en.wikipedia.org/wiki/Fight_Club_(film)
Clique TV,ORG,https://en.wikipedia.org/wiki/Fight_Club_(film)
"March 8, 2023",DATE,https://en.wikipedia.org/wiki/Fight_Club_(film)
Clique,ORG,https://en.wikipedia.org/wiki/Fight_Club_(film)
Seven - CANAL+,ORG,https://en.wikipedia.org/wiki/Fight_Club_(film)
"June 4, 2025",DATE,https://en.wikipedia.org/wiki/Fight_Club_(film)
YouTube,ORG,https://en.wikipedia.org/wiki/Fight_Club_(film)
May 2002,DATE,https://en.wikipedia.org/wiki/Fight_Club_(film)
Bloomsbury USA,ORG,https://en.wikipedia.org/wiki/Fight_Club_(film)
American Cinematographer,ORG,https://en.wikipedia.org/wiki/Fight_Club_(film)
"May 24, 2009",DATE,https://en.wikipedia.org/wiki/Fight_Club_(film)
"July 19, 2009",DATE,https://en.wikipedia.org/wiki/Fight_Club_(film)
Gavin,PERSON,https://en.wikipedia.org/wiki/Fight_Club_(film)
September–October 1999,DATE,https://en.wikipedia.org/wiki/Fight_Club_(film)
"June 21, 2015",DATE,https://en.wikipedia.org/wiki/Fight_Club_(film)
Sharon,PERSON,https://en.wikipedia.org/wiki/Fight_Club_(film)
December 2005,DATE,https://en.wikipedia.org/wiki/Fight_Club_(film)
HarperEntertainment,ORG,https://en.wikipedia.org/wiki/Fight_Club_(film)
"May 31, 2020",DATE,https://en.wikipedia.org/wiki/Fight_Club_(film)
"August 28, 2019",DATE,https://en.wikipedia.org/wiki/Fight_Club_(film)
the Wayback Machine,ORG,https://en.wikipedia.org/wiki/Fight_Club_(film)
"October 16, 2004",DATE,https://en.wikipedia.org/wiki/Fight_Club_(film)
Ceán Chaffin,PERSON,https://en.wikipedia.org/wiki/Fight_Club_(film)
Regency Enterprises,ORG,https://en.wikipedia.org/wiki/Fight_Club_(film)
Delaware,GPE,https://en.wikipedia.org/wiki/Fight_Club_(film)
1999,DATE,https://en.wikipedia.org/wiki/The_Matrix
Wachowskis.[a,PERSON,https://en.wikipedia.org/wiki/The_Matrix
Keanu Reeves,PERSON,https://en.wikipedia.org/wiki/The_Matrix
Laurence Fishburne,PERSON,https://en.wikipedia.org/wiki/The_Matrix
Carrie-Anne Moss,PERSON,https://en.wikipedia.org/wiki/The_Matrix
Hugo Weaving,PERSON,https://en.wikipedia.org/wiki/The_Matrix
Joe Pantoliano,PERSON,https://en.wikipedia.org/wiki/The_Matrix
Neo,PERSON,https://en.wikipedia.org/wiki/The_Matrix
Morpheus,PERSON,https://en.wikipedia.org/wiki/The_Matrix
Wachowskis,PERSON,https://en.wikipedia.org/wiki/The_Matrix
1996,DATE,https://en.wikipedia.org/wiki/The_Matrix
Warner Bros.,ORG,https://en.wikipedia.org/wiki/The_Matrix
Hong Kong,GPE,https://en.wikipedia.org/wiki/The_Matrix
Plato,PERSON,https://en.wikipedia.org/wiki/The_Matrix
1990,DATE,https://en.wikipedia.org/wiki/The_Matrix
William Gibson's,PERSON,https://en.wikipedia.org/wiki/The_Matrix
the United States,GPE,https://en.wikipedia.org/wiki/The_Matrix
"March 31, 1999",DATE,https://en.wikipedia.org/wiki/The_Matrix
that year,DATE,https://en.wikipedia.org/wiki/The_Matrix
2012,DATE,https://en.wikipedia.org/wiki/The_Matrix
the United States National Film Registry,ORG,https://en.wikipedia.org/wiki/The_Matrix
the Library of Congress,ORG,https://en.wikipedia.org/wiki/The_Matrix
2003,DATE,https://en.wikipedia.org/wiki/The_Matrix
Lana Wachowski,PERSON,https://en.wikipedia.org/wiki/The_Matrix
2021,DATE,https://en.wikipedia.org/wiki/The_Matrix
Thomas Anderson,PERSON,https://en.wikipedia.org/wiki/The_Matrix
Trinity,PERSON,https://en.wikipedia.org/wiki/The_Matrix
Smith,PERSON,https://en.wikipedia.org/wiki/The_Matrix
the year,DATE,https://en.wikipedia.org/wiki/The_Matrix
approximately 2199,DATE,https://en.wikipedia.org/wiki/The_Matrix
the 21st century,DATE,https://en.wikipedia.org/wiki/The_Matrix
Matrix,ORG,https://en.wikipedia.org/wiki/The_Matrix
Oracle,PERSON,https://en.wikipedia.org/wiki/The_Matrix
Cypher,PERSON,https://en.wikipedia.org/wiki/The_Matrix
Tank,PERSON,https://en.wikipedia.org/wiki/The_Matrix
Zion,PERSON,https://en.wikipedia.org/wiki/The_Matrix
Nebuchadnezzar,PERSON,https://en.wikipedia.org/wiki/The_Matrix
Reeves,PERSON,https://en.wikipedia.org/wiki/The_Matrix
Will Smith,PERSON,https://en.wikipedia.org/wiki/The_Matrix
Nicolas Cage,PERSON,https://en.wikipedia.org/wiki/The_Matrix
Brad Pitt,PERSON,https://en.wikipedia.org/wiki/The_Matrix
Val Kilmer,PERSON,https://en.wikipedia.org/wiki/The_Matrix
Leonardo DiCaprio,PERSON,https://en.wikipedia.org/wiki/The_Matrix
Johnny Depp,PERSON,https://en.wikipedia.org/wiki/The_Matrix
Lorenzo di Bonaventura,PERSON,https://en.wikipedia.org/wiki/The_Matrix
Sandra Bullock,PERSON,https://en.wikipedia.org/wiki/The_Matrix
Fishburne,PERSON,https://en.wikipedia.org/wiki/The_Matrix
Neil Gaiman's,PERSON,https://en.wikipedia.org/wiki/The_Matrix
Moss,PERSON,https://en.wikipedia.org/wiki/The_Matrix
Janet Jackson,PERSON,https://en.wikipedia.org/wiki/The_Matrix
Rosie Perez,PERSON,https://en.wikipedia.org/wiki/The_Matrix
Salma Hayek,PERSON,https://en.wikipedia.org/wiki/The_Matrix
Jada Pinkett Smith,PERSON,https://en.wikipedia.org/wiki/The_Matrix
Niobe,PERSON,https://en.wikipedia.org/wiki/The_Matrix
Weaving,PERSON,https://en.wikipedia.org/wiki/The_Matrix
Jean Reno,PERSON,https://en.wikipedia.org/wiki/The_Matrix
Australia,GPE,https://en.wikipedia.org/wiki/The_Matrix
Gloria Foster,PERSON,https://en.wikipedia.org/wiki/The_Matrix
The Oracle,PERSON,https://en.wikipedia.org/wiki/The_Matrix
Pantoliano,PERSON,https://en.wikipedia.org/wiki/The_Matrix
Marcus Chong,PERSON,https://en.wikipedia.org/wiki/The_Matrix
Dozer,PERSON,https://en.wikipedia.org/wiki/The_Matrix
Paul Goddard,PERSON,https://en.wikipedia.org/wiki/The_Matrix
Brown,PERSON,https://en.wikipedia.org/wiki/The_Matrix
Robert Taylor,PERSON,https://en.wikipedia.org/wiki/The_Matrix
Jones,PERSON,https://en.wikipedia.org/wiki/The_Matrix
Julian Arahanga,PERSON,https://en.wikipedia.org/wiki/The_Matrix
Apoc,PERSON,https://en.wikipedia.org/wiki/The_Matrix
Matt Doran,PERSON,https://en.wikipedia.org/wiki/The_Matrix
Mouse,PERSON,https://en.wikipedia.org/wiki/The_Matrix
Belinda McClory,PERSON,https://en.wikipedia.org/wiki/The_Matrix
Switch,PERSON,https://en.wikipedia.org/wiki/The_Matrix
Anthony Ray Parker,PERSON,https://en.wikipedia.org/wiki/The_Matrix
Rowan Witt,PERSON,https://en.wikipedia.org/wiki/The_Matrix
The Spoon Boy,PERSON,https://en.wikipedia.org/wiki/The_Matrix
Ada Nicodemou,PERSON,https://en.wikipedia.org/wiki/The_Matrix
DuJour,PERSON,https://en.wikipedia.org/wiki/The_Matrix
the White Rabbit,PERSON,https://en.wikipedia.org/wiki/The_Matrix
1994,DATE,https://en.wikipedia.org/wiki/The_Matrix
Warner Bros. Pictures,ORG,https://en.wikipedia.org/wiki/The_Matrix
Madonna,PERSON,https://en.wikipedia.org/wiki/The_Matrix
Joel Silver,PERSON,https://en.wikipedia.org/wiki/The_Matrix
Silver,PERSON,https://en.wikipedia.org/wiki/The_Matrix
Di Bonaventura,PERSON,https://en.wikipedia.org/wiki/The_Matrix
Screened,ORG,https://en.wikipedia.org/wiki/The_Matrix
Geof Darrow,PERSON,https://en.wikipedia.org/wiki/The_Matrix
Steve Skroce,PERSON,https://en.wikipedia.org/wiki/The_Matrix
Village Roadshow Pictures.[40,ORG,https://en.wikipedia.org/wiki/The_Matrix
Zach Staenberg,PERSON,https://en.wikipedia.org/wiki/The_Matrix
Warner Bros.[41,ORG,https://en.wikipedia.org/wiki/The_Matrix
Jean Baudrillard,PERSON,https://en.wikipedia.org/wiki/The_Matrix
early 1997,DATE,https://en.wikipedia.org/wiki/The_Matrix
Kevin Kelly's,PERSON,https://en.wikipedia.org/wiki/The_Matrix
Dylan Evans's,PERSON,https://en.wikipedia.org/wiki/The_Matrix
Yuen Woo-ping,PERSON,https://en.wikipedia.org/wiki/The_Matrix
several months.[32,DATE,https://en.wikipedia.org/wiki/The_Matrix
four months,DATE,https://en.wikipedia.org/wiki/The_Matrix
October 1997.[43,DATE,https://en.wikipedia.org/wiki/The_Matrix
Yuen,PERSON,https://en.wikipedia.org/wiki/The_Matrix
Fox Studios,ORG,https://en.wikipedia.org/wiki/The_Matrix
Sydney,GPE,https://en.wikipedia.org/wiki/The_Matrix
New South Wales,GPE,https://en.wikipedia.org/wiki/The_Matrix
March 1998,DATE,https://en.wikipedia.org/wiki/The_Matrix
August 1998,DATE,https://en.wikipedia.org/wiki/The_Matrix
118 days.[49,DATE,https://en.wikipedia.org/wiki/The_Matrix
Thomas Anderson's,PERSON,https://en.wikipedia.org/wiki/The_Matrix
Symantec Corporation,ORG,https://en.wikipedia.org/wiki/The_Matrix
a few days later,DATE,https://en.wikipedia.org/wiki/The_Matrix
Chad Stahelski,PERSON,https://en.wikipedia.org/wiki/The_Matrix
Don Davis.[63][64,PERSON,https://en.wikipedia.org/wiki/The_Matrix
Davis,PERSON,https://en.wikipedia.org/wiki/The_Matrix
Rammstein,PERSON,https://en.wikipedia.org/wiki/The_Matrix
Rob Dougan,PERSON,https://en.wikipedia.org/wiki/The_Matrix
Rage Against the Machine,ORG,https://en.wikipedia.org/wiki/The_Matrix
Propellerheads,ORG,https://en.wikipedia.org/wiki/The_Matrix
Ministry,ORG,https://en.wikipedia.org/wiki/The_Matrix
Lunatic Calm,ORG,https://en.wikipedia.org/wiki/The_Matrix
Deftones,ORG,https://en.wikipedia.org/wiki/The_Matrix
Monster Magnet,PERSON,https://en.wikipedia.org/wiki/The_Matrix
The Prodigy,ORG,https://en.wikipedia.org/wiki/The_Matrix
Rob Zombie,PERSON,https://en.wikipedia.org/wiki/The_Matrix
Meat Beat Manifesto,ORG,https://en.wikipedia.org/wiki/The_Matrix
Marilyn Manson.[66][67][68,PERSON,https://en.wikipedia.org/wiki/The_Matrix
"Simon Whiteley,[40",PERSON,https://en.wikipedia.org/wiki/The_Matrix
2017,DATE,https://en.wikipedia.org/wiki/The_Matrix
CNET,ORG,https://en.wikipedia.org/wiki/The_Matrix
Japan,GPE,https://en.wikipedia.org/wiki/The_Matrix
Lynne Cartwright,PERSON,https://en.wikipedia.org/wiki/The_Matrix
Animal Logic,ORG,https://en.wikipedia.org/wiki/The_Matrix
Lindsay Fleay,PERSON,https://en.wikipedia.org/wiki/The_Matrix
Justen Marshall.[40,PERSON,https://en.wikipedia.org/wiki/The_Matrix
1995,DATE,https://en.wikipedia.org/wiki/The_Matrix
Jesse Garson,PERSON,https://en.wikipedia.org/wiki/The_Matrix
Owen Paterson,PERSON,https://en.wikipedia.org/wiki/The_Matrix
Kym Barrett,PERSON,https://en.wikipedia.org/wiki/The_Matrix
Barrett,PERSON,https://en.wikipedia.org/wiki/The_Matrix
Trinity,ORG,https://en.wikipedia.org/wiki/The_Matrix
Richard Walker,PERSON,https://en.wikipedia.org/wiki/The_Matrix
Blinde Design.[75,ORG,https://en.wikipedia.org/wiki/The_Matrix
Otomo Katsuhiro,PERSON,https://en.wikipedia.org/wiki/The_Matrix
Michel Gondry,PERSON,https://en.wikipedia.org/wiki/The_Matrix
Gondry,PERSON,https://en.wikipedia.org/wiki/The_Matrix
John Gaeta,PERSON,https://en.wikipedia.org/wiki/The_Matrix
Mass.Illusion,ORG,https://en.wikipedia.org/wiki/The_Matrix
Gaeta,ORG,https://en.wikipedia.org/wiki/The_Matrix
George Borshukov,PERSON,https://en.wikipedia.org/wiki/The_Matrix
Manex Visual Effects,ORG,https://en.wikipedia.org/wiki/The_Matrix
Manex,ORG,https://en.wikipedia.org/wiki/The_Matrix
DFilm,ORG,https://en.wikipedia.org/wiki/The_Matrix
months,DATE,https://en.wikipedia.org/wiki/The_Matrix
"September 21, 1999",DATE,https://en.wikipedia.org/wiki/The_Matrix
US,GPE,https://en.wikipedia.org/wiki/The_Matrix
Warner Home Video,ORG,https://en.wikipedia.org/wiki/The_Matrix
ERA Home Entertainment,ORG,https://en.wikipedia.org/wiki/The_Matrix
"December 7, 1999.[5",DATE,https://en.wikipedia.org/wiki/The_Matrix
2000,DATE,https://en.wikipedia.org/wiki/The_Matrix
a few months,DATE,https://en.wikipedia.org/wiki/The_Matrix
"November 10, 2003",DATE,https://en.wikipedia.org/wiki/The_Matrix
one month,DATE,https://en.wikipedia.org/wiki/The_Matrix
UK,GPE,https://en.wikipedia.org/wiki/The_Matrix
"November 29, 1999",DATE,https://en.wikipedia.org/wiki/The_Matrix
"May 22, 2007,[90",DATE,https://en.wikipedia.org/wiki/The_Matrix
"October 14, 2008.[94][95",DATE,https://en.wikipedia.org/wiki/The_Matrix
10th-anniversary,DATE,https://en.wikipedia.org/wiki/The_Matrix
"March 31, 2009",DATE,https://en.wikipedia.org/wiki/The_Matrix
ten years,DATE,https://en.wikipedia.org/wiki/The_Matrix
2010,DATE,https://en.wikipedia.org/wiki/The_Matrix
"May 22, 2018.[97",DATE,https://en.wikipedia.org/wiki/The_Matrix
"October 30, 2018.[98",DATE,https://en.wikipedia.org/wiki/The_Matrix
2004,DATE,https://en.wikipedia.org/wiki/The_Matrix
2005,DATE,https://en.wikipedia.org/wiki/The_Matrix
Epic Games,ORG,https://en.wikipedia.org/wiki/The_Matrix
The Matrix Comics,ORG,https://en.wikipedia.org/wiki/The_Matrix
its opening weekend,DATE,https://en.wikipedia.org/wiki/The_Matrix
its first five days.[106,DATE,https://en.wikipedia.org/wiki/The_Matrix
April,DATE,https://en.wikipedia.org/wiki/The_Matrix
Easter,DATE,https://en.wikipedia.org/wiki/The_Matrix
opening weekend,DATE,https://en.wikipedia.org/wiki/The_Matrix
spring,DATE,https://en.wikipedia.org/wiki/The_Matrix
Three years later,DATE,https://en.wikipedia.org/wiki/The_Matrix
2002,DATE,https://en.wikipedia.org/wiki/The_Matrix
first weekend,DATE,https://en.wikipedia.org/wiki/The_Matrix
two weeks,DATE,https://en.wikipedia.org/wiki/The_Matrix
The following week,DATE,https://en.wikipedia.org/wiki/The_Matrix
first three days,DATE,https://en.wikipedia.org/wiki/The_Matrix
opening weekend of the year,DATE,https://en.wikipedia.org/wiki/The_Matrix
Taiwan,GPE,https://en.wikipedia.org/wiki/The_Matrix
Warner Bros.[114,ORG,https://en.wikipedia.org/wiki/The_Matrix
Germany,GPE,https://en.wikipedia.org/wiki/The_Matrix
Canada,GPE,https://en.wikipedia.org/wiki/The_Matrix
Entertainment Weekly,ORG,https://en.wikipedia.org/wiki/The_Matrix
"the generation"".[22",DATE,https://en.wikipedia.org/wiki/The_Matrix
William Irwin,PERSON,https://en.wikipedia.org/wiki/The_Matrix
Rotten Tomatoes,ORG,https://en.wikipedia.org/wiki/The_Matrix
Metacritic,ORG,https://en.wikipedia.org/wiki/The_Matrix
CinemaScore,ORG,https://en.wikipedia.org/wiki/The_Matrix
Sight & Sound,ORG,https://en.wikipedia.org/wiki/The_Matrix
Philip Strick,PERSON,https://en.wikipedia.org/wiki/The_Matrix
Roger Ebert,PERSON,https://en.wikipedia.org/wiki/The_Matrix
Time Out,ORG,https://en.wikipedia.org/wiki/The_Matrix
Hugo Weaving's,PERSON,https://en.wikipedia.org/wiki/The_Matrix
Jonathan Rosenbaum,PERSON,https://en.wikipedia.org/wiki/The_Matrix
the Chicago Reader,ORG,https://en.wikipedia.org/wiki/The_Matrix
Ian Nathan,PERSON,https://en.wikipedia.org/wiki/The_Matrix
Empire,ORG,https://en.wikipedia.org/wiki/The_Matrix
Nathan,PERSON,https://en.wikipedia.org/wiki/The_Matrix
Maitland McDonagh,PERSON,https://en.wikipedia.org/wiki/The_Matrix
TV Guide,ORG,https://en.wikipedia.org/wiki/The_Matrix
Joe Williams,PERSON,https://en.wikipedia.org/wiki/The_Matrix
St. Louis Post-Dispatch,ORG,https://en.wikipedia.org/wiki/The_Matrix
Salon,ORG,https://en.wikipedia.org/wiki/The_Matrix
Andrew O'Hehir,PERSON,https://en.wikipedia.org/wiki/The_Matrix
14-year-old,DATE,https://en.wikipedia.org/wiki/The_Matrix
William Gibson,PERSON,https://en.wikipedia.org/wiki/The_Matrix
Joss Whedon,PERSON,https://en.wikipedia.org/wiki/The_Matrix
Darren Aronofsky,PERSON,https://en.wikipedia.org/wiki/The_Matrix
the 20th century,DATE,https://en.wikipedia.org/wiki/The_Matrix
M. Night Shyamalan,PERSON,https://en.wikipedia.org/wiki/The_Matrix
Simon Pegg,PERSON,https://en.wikipedia.org/wiki/The_Matrix
Quentin Tarantino,PERSON,https://en.wikipedia.org/wiki/The_Matrix
1992 to 2009.[131,DATE,https://en.wikipedia.org/wiki/The_Matrix
James Cameron,PERSON,https://en.wikipedia.org/wiki/The_Matrix
Christopher Nolan,PERSON,https://en.wikipedia.org/wiki/The_Matrix
February 2022,DATE,https://en.wikipedia.org/wiki/The_Matrix
the Academy of Motion Picture Arts and Sciences,ORG,https://en.wikipedia.org/wiki/The_Matrix
Christianity,ORG,https://en.wikipedia.org/wiki/The_Matrix
M. C. Escher.[144,PERSON,https://en.wikipedia.org/wiki/The_Matrix
H. R. Giger,PERSON,https://en.wikipedia.org/wiki/The_Matrix
1986,DATE,https://en.wikipedia.org/wiki/The_Matrix
Andrew Weiner,PERSON,https://en.wikipedia.org/wiki/The_Matrix
"September 7, 1998",DATE,https://en.wikipedia.org/wiki/The_Matrix
the SYFY Channel,ORG,https://en.wikipedia.org/wiki/The_Matrix
Stanley Kubrick's,PERSON,https://en.wikipedia.org/wiki/The_Matrix
late-1990s,DATE,https://en.wikipedia.org/wiki/The_Matrix
1976,DATE,https://en.wikipedia.org/wiki/The_Matrix
John Woo.[156,PERSON,https://en.wikipedia.org/wiki/The_Matrix
Jet Li,PERSON,https://en.wikipedia.org/wiki/The_Matrix
Mamoru Oshii,PERSON,https://en.wikipedia.org/wiki/The_Matrix
Mitsuhisa Ishikawa,PERSON,https://en.wikipedia.org/wiki/The_Matrix
Production I.G,ORG,https://en.wikipedia.org/wiki/The_Matrix
America,GPE,https://en.wikipedia.org/wiki/The_Matrix
Lewis Carroll's,PERSON,https://en.wikipedia.org/wiki/The_Matrix
Grant Morrison's,PERSON,https://en.wikipedia.org/wiki/The_Matrix
Morrison,PERSON,https://en.wikipedia.org/wiki/The_Matrix
2011,DATE,https://en.wikipedia.org/wiki/The_Matrix
Carlos Castaneda.[164,PERSON,https://en.wikipedia.org/wiki/The_Matrix
1984,DATE,https://en.wikipedia.org/wiki/The_Matrix
William Gibson.[142,PERSON,https://en.wikipedia.org/wiki/The_Matrix
Gibson,PERSON,https://en.wikipedia.org/wiki/The_Matrix
L. P. Davies,PERSON,https://en.wikipedia.org/wiki/The_Matrix
fifteen years earlier,DATE,https://en.wikipedia.org/wiki/The_Matrix
1969,DATE,https://en.wikipedia.org/wiki/The_Matrix
States,GPE,https://en.wikipedia.org/wiki/The_Matrix
some years earlier,DATE,https://en.wikipedia.org/wiki/The_Matrix
Philip K. Dick,PERSON,https://en.wikipedia.org/wiki/The_Matrix
Dick,PERSON,https://en.wikipedia.org/wiki/The_Matrix
a Philip K. Dick's,PERSON,https://en.wikipedia.org/wiki/The_Matrix
1977,DATE,https://en.wikipedia.org/wiki/The_Matrix
