Private Entity,External URI,Confidence
Dyer,http://www.wikidata.org/entity/Q16869738,1.0
E. Alex,http://www.wikidata.org/entity/Q100719073,0.74
EW,http://www.wikidata.org/entity/Q168836,0.36
Eames,http://www.wikidata.org/entity/Q26775324,1.0
Earl Williams,http://www.wikidata.org/entity/Q100987149,1.0
Earth,http://www.wikidata.org/entity/Q2,1.0
Ebert,http://www.wikidata.org/entity/Q21491601,1.0
Ebiri,http://www.wikidata.org/entity/Q22698492,1.0
Ebrahimi,http://www.wikidata.org/entity/Q1280060,1.0
Ed Norton,http://www.wikidata.org/entity/Q125904,0.82
Eddie,http://www.wikidata.org/entity/Q430699,1.0
Edelman,http://www.wikidata.org/entity/Q21448897,1.0
Edelstein,http://www.wikidata.org/entity/Q21491608,1.0
Edgar Wallace,http://www.wikidata.org/entity/Q271824,1.0
Edgar Wright,http://www.wikidata.org/entity/Q522057,1.0
Edinburgh,http://www.wikidata.org/entity/Q23436,1.0
Edmunds,http://www.wikidata.org/entity/Q16869774,1.0
Eduardo Franco,http://www.wikidata.org/entity/Q63366389,1.0
Edvard Munch,http://www.wikidata.org/entity/Q41406,1.0
Edward,http://www.wikidata.org/entity/Q278835,1.0
Edward Furlong,http://www.wikidata.org/entity/Q309631,1.0
Edward Gibbon,http://www.wikidata.org/entity/Q161841,1.0
Edward Norton,http://www.wikidata.org/entity/Q110179736,1.0
Edwards,http://www.wikidata.org/entity/Q2691159,1.0
Edyll Ismail,http://www.wikidata.org/entity/Q138502779,1.0
Egyptian,http://www.wikidata.org/entity/Q50868,1.0
Ehrman,http://www.wikidata.org/entity/Q21491381,0.92
Eidelman,http://www.wikidata.org/entity/Q37498629,1.0
Einstein,http://www.wikidata.org/entity/Q16834800,1.0
Eion Bailey,http://www.wikidata.org/entity/Q964006,1.0
El-Mahmoud,http://www.wikidata.org/entity/Q138168634,0.9
El Padrino,http://www.wikidata.org/entity/Q1621643,0.32
Elagabalus,http://www.wikidata.org/entity/Q1762,1.0
Elder,http://www.wikidata.org/entity/Q22701,0.11
Eli Whitney,http://www.wikidata.org/entity/Q280930,1.0
Elia Kazan,http://www.wikidata.org/entity/Q72717,1.0
Elisabeth,http://www.wikidata.org/entity/Q17524931,1.0
Elle,http://www.wikidata.org/entity/Q154020,1.0
Ellen Burstyn,http://www.wikidata.org/entity/Q211144,1.0
Ellen Page,http://www.wikidata.org/entity/Q173399,0.76
Elley,http://www.wikidata.org/entity/Q37447914,1.0
Elliot Page,http://www.wikidata.org/entity/Q173399,1.0
Elliott Gould,http://www.wikidata.org/entity/Q314805,1.0
Ellise,http://www.wikidata.org/entity/Q10481887,0.75
Ellwood,http://www.wikidata.org/entity/Q16869813,1.0
Elmo Lincoln,http://www.wikidata.org/entity/Q1333056,1.0
Elton John,http://www.wikidata.org/entity/Q2808,1.0
Elvis,http://www.wikidata.org/entity/Q303,0.56
Elvis Mitchell,http://www.wikidata.org/entity/Q100885360,1.0
Elyes Gabel,http://www.wikidata.org/entity/Q5368467,1.0
Emanuel,http://www.wikidata.org/entity/Q4926740,1.0
Emerson,http://www.wikidata.org/entity/Q13561066,1.0
Emilia Fox,http://www.wikidata.org/entity/Q213257,1.0
Emilio Barzini,http://www.wikidata.org/entity/Q458019,1.0
Emily,http://www.wikidata.org/entity/Q18121477,1.0
Emily Morgan,http://www.wikidata.org/entity/Q118793326,1.0
Emma,http://www.wikidata.org/entity/Q541194,1.0
Emma Chamberlain,http://www.wikidata.org/entity/Q63349606,1.0
Emma Raimi,http://www.wikidata.org/entity/Q107024606,1.0
Emma Thomas,http://www.wikidata.org/entity/Q242951,1.0
Empire,http://www.wikidata.org/entity/Q18149651,0.48
Endurance,http://www.wikidata.org/entity/Q100135400,1.0
English,http://www.wikidata.org/entity/Q1860,1.0
Ennio Morricone,http://www.wikidata.org/entity/Q23848,1.0
Entertainment Weekly,http://www.wikidata.org/entity/Q275033,1.0
Enzo,http://www.wikidata.org/entity/Q1346073,1.0
Eraser,http://www.wikidata.org/entity/Q171888,1.0
Erbland,http://www.wikidata.org/entity/Q37493593,1.0
Eric,http://www.wikidata.org/entity/Q12788459,1.0
Eric Goldman,http://www.wikidata.org/entity/Q5386461,0.89
Eric Roberts,http://www.wikidata.org/entity/Q207969,1.0
Erich,http://www.wikidata.org/entity/Q15277196,1.0
Erick,http://www.wikidata.org/entity/Q19828986,1.0
Erie Times-News,http://www.wikidata.org/entity/Q5388342,1.0
Erik,http://www.wikidata.org/entity/Q750186,1.0
Ernest B. Schoedsack,http://www.wikidata.org/entity/Q1117163,1.0
Ernest Borgnine,http://www.wikidata.org/entity/Q102551,1.0
Ernest Hemingway,http://www.wikidata.org/entity/Q23434,1.0
Esquire,http://www.wikidata.org/entity/Q762195,1.0
Etan,http://www.wikidata.org/entity/Q1411218,0.3
Eternals,http://www.wikidata.org/entity/Q23894629,1.0
Ethan,http://www.wikidata.org/entity/Q19828980,1.0
Ethan Edwards,http://www.wikidata.org/entity/Q5402926,1.0
Ethan Suplee,http://www.wikidata.org/entity/Q314610,1.0
Ettinger,http://www.wikidata.org/entity/Q42965257,1.0
Eugene,http://www.wikidata.org/entity/Q545971,1.0
European,http://www.wikidata.org/entity/Q46,0.86
Evangelista,http://www.wikidata.org/entity/Q3735207,1.0
Evans,http://www.wikidata.org/entity/Q1260663,1.0
Event Horizon Telescope Collaboration,http://www.wikidata.org/entity/Q117254518,1.0
Ewens,http://www.wikidata.org/entity/Q125199651,1.0
Fabrizio,http://www.wikidata.org/entity/Q18011357,1.0
Face,http://www.wikidata.org/entity/Q355,0.67
Fahy,http://www.wikidata.org/entity/Q833778,0.42
Fairuza Balk,http://www.wikidata.org/entity/Q233826,1.0
Family,http://www.wikidata.org/entity/Q35409,1.0
Faraci,http://www.wikidata.org/entity/Q37240099,1.0
Farber,http://www.wikidata.org/entity/Q21491976,1.0
Fatemeh,http://www.wikidata.org/entity/Q10494326,1.0
Fay,http://www.wikidata.org/entity/Q16869911,1.0
Fay Wray,http://www.wikidata.org/entity/Q266694,1.0
Fear,http://www.wikidata.org/entity/Q2620856,0.67
February 12,http://www.wikidata.org/entity/Q2336,1.0
February 2011,http://www.wikidata.org/entity/Q245318,1.0
February 2020,http://www.wikidata.org/entity/Q55018389,1.0
February 2022,http://www.wikidata.org/entity/Q61312936,1.0
February 2024,http://www.wikidata.org/entity/Q61312938,1.0
February 2025,http://www.wikidata.org/entity/Q61312940,1.0
February 7,http://www.wikidata.org/entity/Q2322,1.0
Feeney,http://www.wikidata.org/entity/Q1400993,1.0
Fellini,http://www.wikidata.org/entity/Q99908740,1.0
Fernandez,http://www.wikidata.org/entity/Q28912637,1.0
Ferrari,http://www.wikidata.org/entity/Q1407594,1.0
Ferretti,http://www.wikidata.org/entity/Q21491423,1.0
Ferris,http://www.wikidata.org/entity/Q21491268,1.0
Fielding,http://www.wikidata.org/entity/Q20996205,1.0
Fierman,http://www.wikidata.org/entity/Q37110910,1.0
Fig,http://www.wikidata.org/entity/Q59798,0.5
Fight Club,http://www.wikidata.org/entity/Q190050,1.0
Fight Club and,http://www.wikidata.org/entity/Q58188454,0.23
Film Music Reporter,http://www.wikidata.org/entity/Q24326395,1.0
Filmtracks,http://www.wikidata.org/entity/Q5449180,0.83
Filmways,http://www.wikidata.org/entity/Q4306553,1.0
Fincher,http://www.wikidata.org/entity/Q37094711,1.0
Finke,http://www.wikidata.org/entity/Q1417374,1.0
First,http://www.wikidata.org/entity/Q28084844,0.14
Fischer,http://www.wikidata.org/entity/Q11231408,1.0
Fischers,http://www.wikidata.org/entity/Q83500653,1.0
Fishburne,http://www.wikidata.org/entity/Q37523828,1.0
Fisher,http://www.wikidata.org/entity/Q1158882,1.0
Fist of Legend,http://www.wikidata.org/entity/Q1001759,1.0
Five,http://www.wikidata.org/entity/Q1062280,0.15
Five Years,http://www.wikidata.org/entity/Q20656925,0.62
Flannery,http://www.wikidata.org/entity/Q37247495,1.0
Fleming,http://www.wikidata.org/entity/Q1427982,1.0
Flemming,http://www.wikidata.org/entity/Q1427997,1.0
Flight Club,http://www.wikidata.org/entity/Q72995497,0.25
Flo,http://www.wikidata.org/entity/Q812,0.6
Flora,http://www.wikidata.org/entity/Q7904948,1.0
Flynn,http://www.wikidata.org/entity/Q21449838,1.0
Forbes,http://www.wikidata.org/entity/Q16275858,1.0
Forbidden Fruits,http://www.wikidata.org/entity/Q133341595,1.0
Ford,http://www.wikidata.org/entity/Q44294,0.36
Foreman,http://www.wikidata.org/entity/Q20554790,1.0
Forest Park,http://www.wikidata.org/entity/Q6629955,1.0
Forrest Taylor,http://www.wikidata.org/entity/Q1437962,1.0
Forstadt,http://www.wikidata.org/entity/Q12340108,0.35
Fortunella,http://www.wikidata.org/entity/Q106090,1.0
Fowler,http://www.wikidata.org/entity/Q1440104,1.0
Fox,http://www.wikidata.org/entity/Q166419,0.22
Fox Searchlight Pictures,http://www.wikidata.org/entity/Q953040,0.91
France,http://www.wikidata.org/entity/Q142,1.0
Francesco Totti,http://www.wikidata.org/entity/Q20110,1.0
Francis-Bruce,http://www.wikidata.org/entity/Q75510339,0.55
Francis F,http://www.wikidata.org/entity/Q56094,0.62
Francis Ford Coppola,http://www.wikidata.org/entity/Q56094,1.0
Francis X. McCarthy,http://www.wikidata.org/entity/Q19981241,1.0
Franco,http://www.wikidata.org/entity/Q15303969,1.0
Franco Citti,http://www.wikidata.org/entity/Q554430,1.0
Frank,http://www.wikidata.org/entity/Q220546,1.0
Frank Finlay,http://www.wikidata.org/entity/Q738521,1.0
Frank Orth,http://www.wikidata.org/entity/Q1443899,1.0
Frank Reicher,http://www.wikidata.org/entity/Q1307857,1.0
Frank S. Nugent,http://www.wikidata.org/entity/Q974386,1.0
Frank Scheck,http://www.wikidata.org/entity/Q5489431,1.0
Frank Sinatra,http://www.wikidata.org/entity/Q40912,1.0
Frank Yablans,http://www.wikidata.org/entity/Q3082871,1.0
Franklin,http://www.wikidata.org/entity/Q14647745,1.0
Franklin J. Schaffner,http://www.wikidata.org/entity/Q51503,1.0
Franzoni,http://www.wikidata.org/entity/Q3752219,1.0
Frater,http://www.wikidata.org/entity/Q548320,0.73
Frauenfelder,http://www.wikidata.org/entity/Q37560119,1.0
Fred,http://www.wikidata.org/entity/Q913073,1.0
Fred Hechinger,http://www.wikidata.org/entity/Q104902570,1.0
Freda,http://www.wikidata.org/entity/Q20155471,1.0
Freddy,http://www.wikidata.org/entity/Q458843,1.0
Frederick,http://www.wikidata.org/entity/Q3273004,1.0
Fredo,http://www.wikidata.org/entity/Q48978498,1.0
Fredo Corleone,http://www.wikidata.org/entity/Q931582,1.0
FreeBSD,http://www.wikidata.org/entity/Q34236,1.0
Free People,http://www.wikidata.org/entity/Q22969576,0.92
Freeman,http://www.wikidata.org/entity/Q9014839,1.0
French,http://www.wikidata.org/entity/Q150,1.0
Friday,http://www.wikidata.org/entity/Q130,1.0
Friedman,http://www.wikidata.org/entity/Q1451887,1.0
Fristoe,http://www.wikidata.org/entity/Q37293447,1.0
Fritz,http://www.wikidata.org/entity/Q1158596,1.0
Frost,http://www.wikidata.org/entity/Q1470501,1.0
Frozen,http://www.wikidata.org/entity/Q246283,1.0
Fuhrer,http://www.wikidata.org/entity/Q37506409,1.0
Fuller,http://www.wikidata.org/entity/Q1158382,1.0
Furlong,http://www.wikidata.org/entity/Q16870056,1.0
Futura-Sciences,http://www.wikidata.org/entity/Q3091264,1.0
G. Allen,http://www.wikidata.org/entity/Q56677707,0.48
GKIDS,http://www.wikidata.org/entity/Q5513576,1.0
GLADIATOR II,http://www.wikidata.org/entity/Q115789958,1.0
GOAT,http://www.wikidata.org/entity/Q2934,1.0
Gabriella,http://www.wikidata.org/entity/Q1007221,1.0
Gabrielle Union,http://www.wikidata.org/entity/Q231648,1.0
Gaeta,http://www.wikidata.org/entity/Q128089,1.0
Gage,http://www.wikidata.org/entity/Q16870078,1.0
Gaiman,http://www.wikidata.org/entity/Q210059,0.71
Gaius,http://www.wikidata.org/entity/Q313439,1.0
Gajewski,http://www.wikidata.org/entity/Q27825787,1.0
Gale,http://www.wikidata.org/entity/Q13553571,1.0
Gallagher,http://www.wikidata.org/entity/Q1492185,1.0
Gallery Books,http://www.wikidata.org/entity/Q15054593,1.0
Galloway,http://www.wikidata.org/entity/Q12789571,1.0
Galuppo,http://www.wikidata.org/entity/Q15948076,1.0
Gambino,http://www.wikidata.org/entity/Q29380843,1.0
GameSpot,http://www.wikidata.org/entity/Q45836,1.0
Gamera,http://www.wikidata.org/entity/Q40160,0.67
Gant,http://www.wikidata.org/entity/Q16870105,1.0
Garden City,http://www.wikidata.org/entity/Q334,0.4
Gargantua,http://www.wikidata.org/entity/Q5523167,0.75
Garner,http://www.wikidata.org/entity/Q111420751,1.0
Garofalo,http://www.wikidata.org/entity/Q56244270,1.0
Garrett,http://www.wikidata.org/entity/Q19830601,1.0
Gary,http://www.wikidata.org/entity/Q1820274,1.0
Gary A. Rizzo,http://www.wikidata.org/entity/Q5525833,0.87
Gary J.,http://www.wikidata.org/entity/Q27662841,0.54
Gary Oldman,http://www.wikidata.org/entity/Q83492,1.0
Gaughan,http://www.wikidata.org/entity/Q21513749,1.0
Gavin,http://www.wikidata.org/entity/Q508553,1.0
Gaza,http://www.wikidata.org/entity/Q47492,0.62
Gearan,http://www.wikidata.org/entity/Q59724627,1.0
Geczi,http://www.wikidata.org/entity/Q37540074,1.0
Gelmis,http://www.wikidata.org/entity/Q12547146,0.27
Gene,http://www.wikidata.org/entity/Q7187,1.0
Gene Borkan,http://www.wikidata.org/entity/Q21527246,1.0
Gene D.,http://www.wikidata.org/entity/Q137920314,0.56
Gene Hackman,http://www.wikidata.org/entity/Q150943,1.0
Gene Siskel,http://www.wikidata.org/entity/Q969105,1.0
Genre,http://www.wikidata.org/entity/Q188451,0.62
Geof,http://www.wikidata.org/entity/Q96477213,1.0
Geof Darrow,http://www.wikidata.org/entity/Q528982,1.0
Geoff,http://www.wikidata.org/entity/Q16746947,1.0
Geoffrey,http://www.wikidata.org/entity/Q7041317,1.0
Geoffrey Chaucer,http://www.wikidata.org/entity/Q5683,1.0
George,http://www.wikidata.org/entity/Q15921732,1.0
George Borshukov,http://www.wikidata.org/entity/Q22114932,1.0
George C. Scott,http://www.wikidata.org/entity/Q182450,1.0
George Christy,http://www.wikidata.org/entity/Q5537906,1.0
George Lucas,http://www.wikidata.org/entity/Q38222,1.0
George R. R.,http://www.wikidata.org/entity/Q181677,0.77
George R. R. Martin,http://www.wikidata.org/entity/Q181677,1.0
George S. Kaufman,http://www.wikidata.org/entity/Q163662,1.0
Gerald,http://www.wikidata.org/entity/Q2131007,1.0
Germain,http://www.wikidata.org/entity/Q16766322,1.0
German,http://www.wikidata.org/entity/Q188,1.0
Germans,http://www.wikidata.org/entity/Q42884,1.0
Germany,http://www.wikidata.org/entity/Q183,1.0
Gerrard,http://www.wikidata.org/entity/Q16451404,1.0
Gerstmann,http://www.wikidata.org/entity/Q21492179,1.0
Geta,http://www.wikidata.org/entity/Q134675,1.0
Getty,http://www.wikidata.org/entity/Q37242598,1.0
Ghost in the Shell,http://www.wikidata.org/entity/Q1066948,1.0
Gianni Russo,http://www.wikidata.org/entity/Q1622732,1.0
Giannis,http://www.wikidata.org/entity/Q38708266,1.0
Giardina,http://www.wikidata.org/entity/Q21492279,1.0
Gibron,http://www.wikidata.org/entity/Q34598159,0.4
Gibson,http://www.wikidata.org/entity/Q2700390,1.0
Gilbert,http://www.wikidata.org/entity/Q1675463,1.0
Gilchrist,http://www.wikidata.org/entity/Q21492205,1.0
Gilles Deleuze,http://www.wikidata.org/entity/Q184226,1.0
Gina,http://www.wikidata.org/entity/Q228162,1.0
Giuseppe Andrews,http://www.wikidata.org/entity/Q1355409,1.0
Gladiator,http://www.wikidata.org/entity/Q3282906,1.0
Gladiator 2,http://www.wikidata.org/entity/Q115789958,0.87
Gladiator II,http://www.wikidata.org/entity/Q115789958,1.0
Gleiberman,http://www.wikidata.org/entity/Q37215652,1.0
Glenn,http://www.wikidata.org/entity/Q19802199,1.0
Gloria Foster,http://www.wikidata.org/entity/Q455234,1.0
Gloria Lynne,http://www.wikidata.org/entity/Q1532096,1.0
Glyceo,http://www.wikidata.org/entity/Q132501,0.86
Goat,http://www.wikidata.org/entity/Q2934,1.0
Godfather,http://www.wikidata.org/entity/Q47703,0.82
Godfather-Part II,http://www.wikidata.org/entity/Q184768,0.84
Godinez,http://www.wikidata.org/entity/Q56599135,0.86
Godzilla,http://www.wikidata.org/entity/Q6567,1.0
Goethe,http://www.wikidata.org/entity/Q5879,0.38
Gold,http://www.wikidata.org/entity/Q13553585,1.0
Goldberg,http://www.wikidata.org/entity/Q1158318,1.0
Golden Bear,http://www.wikidata.org/entity/Q2512671,1.0
Goldman,http://www.wikidata.org/entity/Q1535908,1.0
Goldstein,http://www.wikidata.org/entity/Q16839807,1.0
Golly,http://www.wikidata.org/entity/Q474636,0.14
Gomes,http://www.wikidata.org/entity/Q30307749,1.0
Gondry,http://www.wikidata.org/entity/Q65105188,1.0
Gone with the Wind,http://www.wikidata.org/entity/Q96359529,1.0
Gonzalez,http://www.wikidata.org/entity/Q5576697,0.88
Goodfellow,http://www.wikidata.org/entity/Q21449964,1.0
Goodwin,http://www.wikidata.org/entity/Q105350969,1.0
Google,http://www.wikidata.org/entity/Q95,1.0
Google for Education,http://www.wikidata.org/entity/Q19878045,1.0
Gordinier,http://www.wikidata.org/entity/Q37540489,1.0
Gordon-Levitt,http://www.wikidata.org/entity/Q27209304,1.0
Gordon Willis,http://www.wikidata.org/entity/Q106515027,1.0
Goriot,http://www.wikidata.org/entity/Q240617,0.71
Gormley,http://www.wikidata.org/entity/Q21507217,1.0
Gould,http://www.wikidata.org/entity/Q669368,1.0
Goyang,http://www.wikidata.org/entity/Q42061,1.0
Gracchus,http://www.wikidata.org/entity/Q111685925,1.0
Grady,http://www.wikidata.org/entity/Q16839852,1.0
Graeme,http://www.wikidata.org/entity/Q18342976,1.0
Graham,http://www.wikidata.org/entity/Q642254,1.0
Graham Greene,http://www.wikidata.org/entity/Q128560,1.0
Grant,http://www.wikidata.org/entity/Q17864440,1.0
Grater,http://www.wikidata.org/entity/Q37279880,1.0
Gravity,http://www.wikidata.org/entity/Q11412,1.0
Gray,http://www.wikidata.org/entity/Q1544042,1.0
Green,http://www.wikidata.org/entity/Q2703137,1.0
Greene,http://www.wikidata.org/entity/Q2661665,0.52
Greg,http://www.wikidata.org/entity/Q18857387,1.0
Gregory,http://www.wikidata.org/entity/Q922983,1.0
Gregory W.,http://www.wikidata.org/entity/Q110305911,0.71
Gregson-Williams,http://www.wikidata.org/entity/Q21507403,1.0
Greta Gerwig,http://www.wikidata.org/entity/Q271967,1.0
Griselda Pollock,http://www.wikidata.org/entity/Q3108719,1.0
Gristwood,http://www.wikidata.org/entity/Q2493732,0.72
Gritten,http://www.wikidata.org/entity/Q16800868,1.0
Grizz,http://www.wikidata.org/entity/Q117813151,1.0
Grobar,http://www.wikidata.org/entity/Q99945601,0.92
Grobel,http://www.wikidata.org/entity/Q106398760,0.83
Groves,http://www.wikidata.org/entity/Q4150025,1.0
Gucci,http://www.wikidata.org/entity/Q178516,1.0
Guest of a Guest,http://www.wikidata.org/entity/Q5615127,1.0
Guida,http://www.wikidata.org/entity/Q21450127,1.0
Guillermo del Toro,http://www.wikidata.org/entity/Q219124,1.0
Guinness,http://www.wikidata.org/entity/Q194297,1.0
Gunden,http://www.wikidata.org/entity/Q37310967,1.0
Gus,http://www.wikidata.org/entity/Q1555305,1.0
Guthmann,http://www.wikidata.org/entity/Q37037410,1.0
Guy Hendrix Dyas,http://www.wikidata.org/entity/Q570190,1.0
Guy Torry,http://www.wikidata.org/entity/Q2244897,1.0
Gwilym,http://www.wikidata.org/entity/Q21061069,1.0
Gwyneth Paltrow,http://www.wikidata.org/entity/Q34460,1.0
H.W. Wilson,http://www.wikidata.org/entity/Q5628654,0.71
H. R. Giger,http://www.wikidata.org/entity/Q312640,1.0
HANS ZIMMER,http://www.wikidata.org/entity/Q76364,1.0
HBO,http://www.wikidata.org/entity/Q23633,1.0
Ha-jun,http://www.wikidata.org/entity/Q444402,0.59
Ha Hye-,http://www.wikidata.org/entity/Q24084899,0.78
Hadley,http://www.wikidata.org/entity/Q16276127,1.0
Hagen,http://www.wikidata.org/entity/Q2871,1.0
Haku,http://www.wikidata.org/entity/Q16862933,1.0
Hala,http://www.wikidata.org/entity/Q5404631,1.0
Half,http://www.wikidata.org/entity/Q28144,0.4
Halina Szpilman,http://www.wikidata.org/entity/Q111721176,1.0
Hamano,http://www.wikidata.org/entity/Q131703752,1.0
Hamill,http://www.wikidata.org/entity/Q21450024,1.0
Hamman,http://www.wikidata.org/entity/Q56246172,1.0
Hammond,http://www.wikidata.org/entity/Q2711174,1.0
Han,http://www.wikidata.org/entity/Q181888,0.86
Han Jin-Won,http://www.wikidata.org/entity/Q81911860,1.0
Han Jin-won,http://www.wikidata.org/entity/Q81911860,1.0
Hana,http://www.wikidata.org/entity/Q3126650,1.0
Handel,http://www.wikidata.org/entity/Q7302,0.43
Hankook Ilbo,http://www.wikidata.org/entity/Q489308,1.0
Hankyoreh,http://www.wikidata.org/entity/Q486314,0.82
Hanley,http://www.wikidata.org/entity/Q37278874,1.0
Hannah,http://www.wikidata.org/entity/Q1554377,1.0
Hannah Fidell,http://www.wikidata.org/entity/Q17305996,1.0
Hannibal Lecter,http://www.wikidata.org/entity/Q211013,1.0
Hanno,http://www.wikidata.org/entity/Q1576194,1.0
Hans Zimmer,http://www.wikidata.org/entity/Q76364,1.0
Hansen,http://www.wikidata.org/entity/Q2712367,1.0
Harding,http://www.wikidata.org/entity/Q16870507,1.0
Hardy,http://www.wikidata.org/entity/Q12790756,1.0
Hare,http://www.wikidata.org/entity/Q16870513,1.0
Harlan,http://www.wikidata.org/entity/Q20828234,1.0
Harley Jessup,http://www.wikidata.org/entity/Q668877,1.0
Harriet,http://www.wikidata.org/entity/Q5486209,1.0
Harris,http://www.wikidata.org/entity/Q10859343,1.0
Harris Savides,http://www.wikidata.org/entity/Q1333793,0.96
Harrison,http://www.wikidata.org/entity/Q2712864,1.0
Harry Gregson-Williams,http://www.wikidata.org/entity/Q314623,1.0
Hartl,http://www.wikidata.org/entity/Q56244179,1.0
Harwood,http://www.wikidata.org/entity/Q16276437,1.0
Hathaway,http://www.wikidata.org/entity/Q41581925,1.0
Haug,http://www.wikidata.org/entity/Q16777571,1.0
Havis,http://www.wikidata.org/entity/Q37018783,1.0
Hawker,http://www.wikidata.org/entity/Q16870597,1.0
Hawkes,http://www.wikidata.org/entity/Q21507777,1.0
Hawks,http://www.wikidata.org/entity/Q16870601,1.0
Hawthorne James,http://www.wikidata.org/entity/Q16237544,1.0
Hayao Miyazaki,http://www.wikidata.org/entity/Q55400,1.0
Hayden,http://www.wikidata.org/entity/Q16841766,1.0
Hayes,http://www.wikidata.org/entity/Q21871,1.0
Hearn,http://www.wikidata.org/entity/Q30433436,1.0
Heath,http://www.wikidata.org/entity/Q19672750,1.0
Hechinger,http://www.wikidata.org/entity/Q37023194,1.0
Heiden,http://www.wikidata.org/entity/Q3076699,1.0
Heidi Schanz,http://www.wikidata.org/entity/Q5698960,1.0
Heinz-Peter,http://www.wikidata.org/entity/Q101385190,0.69
Helder,http://www.wikidata.org/entity/Q20000413,1.0
Helen,http://www.wikidata.org/entity/Q13376892,1.0
Helena Bonham Carter,http://www.wikidata.org/entity/Q170428,1.0
Hemon,http://www.wikidata.org/entity/Q24801143,1.0
Henry,http://www.wikidata.org/entity/Q1158477,1.0
Henry Barnes,http://www.wikidata.org/entity/Q111514739,0.83
Hepburn,http://www.wikidata.org/entity/Q16842504,1.0
Hermanns,http://www.wikidata.org/entity/Q83324,0.15
Herskovitz,http://www.wikidata.org/entity/Q37557290,1.0
Heuring,http://www.wikidata.org/entity/Q1046012,0.82
Hibberd,http://www.wikidata.org/entity/Q21452375,1.0
Hicks,http://www.wikidata.org/entity/Q405906,1.0
Higginbotham,http://www.wikidata.org/entity/Q41711209,1.0
Hildy,http://www.wikidata.org/entity/Q19968533,1.0
Hill,http://www.wikidata.org/entity/Q973239,1.0
Hillner,http://www.wikidata.org/entity/Q37163011,1.0
Hipes,http://www.wikidata.org/entity/Q37537675,1.0
Hiroki,http://www.wikidata.org/entity/Q1620239,1.0
Hiroki Azuma,http://www.wikidata.org/entity/Q921584,1.0
Hiroyuki,http://www.wikidata.org/entity/Q1532750,1.0
His Girl Friday,http://www.wikidata.org/entity/Q1066714,1.0
Hisaishi,http://www.wikidata.org/entity/Q275900,0.8
Hiscock,http://www.wikidata.org/entity/Q1620650,1.0
Hitler,http://www.wikidata.org/entity/Q352,0.67
Hoad,http://www.wikidata.org/entity/Q21497471,1.0
Hoai-Tran,http://www.wikidata.org/entity/Q136539983,0.74
Hobbit,http://www.wikidata.org/entity/Q74287,0.75
Hoboken,http://www.wikidata.org/entity/Q267663,1.0
Hobson,http://www.wikidata.org/entity/Q108764590,1.0
Hoff,http://www.wikidata.org/entity/Q16870820,1.0
Hoffmann,http://www.wikidata.org/entity/Q23907787,1.0
Holly,http://www.wikidata.org/entity/Q34006,0.71
Hollywood,http://www.wikidata.org/entity/Q34006,1.0
Hollywood Music in Media Awards,http://www.wikidata.org/entity/Q28404721,1.0
Holson,http://www.wikidata.org/entity/Q37567594,1.0
Holt McCallany,http://www.wikidata.org/entity/Q1368141,1.0
Holub,http://www.wikidata.org/entity/Q12766965,1.0
Holy Mackerel,http://www.wikidata.org/entity/Q108884207,1.0
Home Army,http://www.wikidata.org/entity/Q152529,0.27
Home Page,http://www.wikidata.org/entity/Q5296,0.5
Homer,http://www.wikidata.org/entity/Q19826483,1.0
Hong Kong,http://www.wikidata.org/entity/Q8646,1.0
Hong Kyung-pyo,http://www.wikidata.org/entity/Q61057522,1.0
Hood,http://www.wikidata.org/entity/Q1272737,1.0
Hooks,http://www.wikidata.org/entity/Q18331021,1.0
Hopper,http://www.wikidata.org/entity/Q21501617,1.0
Horn,http://www.wikidata.org/entity/Q735211,1.0
Horne,http://www.wikidata.org/entity/Q16870883,1.0
Horner,http://www.wikidata.org/entity/Q38778777,0.83
Hornshaw,http://www.wikidata.org/entity/Q72456128,1.0
Hosenfeld,http://www.wikidata.org/entity/Q37009540,1.0
Houghton,http://www.wikidata.org/entity/Q16870900,1.0
Hounsou,http://www.wikidata.org/entity/Q93646423,1.0
Howard,http://www.wikidata.org/entity/Q908051,1.0
Howard Hughes,http://www.wikidata.org/entity/Q189081,1.0
Howard Shore,http://www.wikidata.org/entity/Q207773,1.0
Howe,http://www.wikidata.org/entity/Q16870901,1.0
Howell,http://www.wikidata.org/entity/Q16870902,1.0
Hoyte Van Hoytema,http://www.wikidata.org/entity/Q514003,1.0
Hoyte van Hoytema,http://www.wikidata.org/entity/Q514003,1.0
Hruska,http://www.wikidata.org/entity/Q37575262,1.0
Huff,http://www.wikidata.org/entity/Q16870913,1.0
Hughes,http://www.wikidata.org/entity/Q2720749,1.0
Hugo Weaving,http://www.wikidata.org/entity/Q42204,1.0
Hullender,http://www.wikidata.org/entity/Q37022988,1.0
Hunt,http://www.wikidata.org/entity/Q16290303,1.0
Hunter,http://www.wikidata.org/entity/Q12020943,1.0
Hye-Ju,http://www.wikidata.org/entity/Q106297919,1.0
Hyo,http://www.wikidata.org/entity/Q130290,0.32
Hyunjong Kim,http://www.wikidata.org/entity/Q57411541,1.0
I. A.,http://www.wikidata.org/entity/Q96742381,0.35
IGN,http://www.wikidata.org/entity/Q207708,1.0
IMAX,http://www.wikidata.org/entity/Q188575,1.0
ITV,http://www.wikidata.org/entity/Q220072,1.0
Ian,http://www.wikidata.org/entity/Q18336315,1.0
